NAME,GEO_ID,B01003_001E,B01002_001E,B02001_002E,B25075_001E,B25026_002E,B25026_008E,B25026_007E,B25026_006E,B25026_006E,B25026_004E,B25026_003E,B25077_001E,B25075_025E,B15003_022E,B17001_001E,B19001_017E,B19013_001E
"Danville city, Virginia",0500000US51590,42360.0,41.5,19358.0,10065.0,21891.0,4406.0,2352.0,4126.0,4126.0,2852.0,401.0,90800.0,36.0,3343.0,40584.0,332.0,33721.0
"Emporia city, Virginia",0500000US51595,5565.0,39.5,1787.0,873.0,2031.0,419.0,301.0,427.0,427.0,313.0,5.0,122600.0,0.0,341.0,5349.0,49.0,27169.0
"Fairfax city, Virginia",0500000US51600,23620.0,39.6,16385.0,5992.0,16346.0,1378.0,1324.0,3071.0,3071.0,3529.0,338.0,487700.0,130.0,5082.0,22969.0,1426.0,104065.0
"Falls Church city, Virginia",0500000US51610,13597.0,38.9,10472.0,3162.0,9274.0,439.0,730.0,2065.0,2065.0,1965.0,274.0,724000.0,406.0,3489.0,13552.0,1342.0,115244.0
"Franklin city, Virginia",0500000US51620,8413.0,38.7,3226.0,1703.0,4160.0,734.0,402.0,947.0,947.0,801.0,0.0,171700.0,0.0,813.0,8274.0,97.0,38333.0
"Fredericksburg city, Virginia",0500000US51630,27853.0,29.5,17816.0,3575.0,9538.0,590.0,725.0,1749.0,1749.0,3003.0,145.0,321500.0,13.0,4134.0,25295.0,589.0,53980.0
"Galax city, Virginia",0500000US51640,6858.0,45.1,6097.0,1564.0,3595.0,656.0,279.0,963.0,963.0,612.0,71.0,101600.0,0.0,262.0,6569.0,34.0,31110.0
"Hampton city, Virginia",0500000US51650,136789.0,35.6,57799.0,30150.0,75271.0,10312.0,8420.0,15454.0,15454.0,12393.0,1447.0,187700.0,60.0,13706.0,131866.0,1088.0,49890.0
"Harrisonburg city, Virginia",0500000US51660,51979.0,24.0,43920.0,6224.0,15902.0,1282.0,1038.0,2654.0,2654.0,3203.0,809.0,197400.0,0.0,5322.0,44594.0,318.0,40494.0
"Hopewell city, Virginia",0500000US51670,22332.0,36.5,11701.0,4444.0,10986.0,1918.0,972.0,2382.0,2382.0,1168.0,16.0,125400.0,20.0,1412.0,21987.0,179.0,40814.0
"Lexington city, Virginia",0500000US51678,7036.0,21.5,5942.0,1042.0,2087.0,311.0,334.0,303.0,303.0,217.0,24.0,230500.0,0.0,596.0,3549.0,72.0,34464.0
"Lynchburg city, Virginia",0500000US51680,78755.0,28.6,51300.0,14291.0,35662.0,4040.0,3622.0,6416.0,6416.0,6310.0,516.0,149600.0,70.0,8621.0,68212.0,770.0,40728.0
"Manassas city, Virginia",0500000US51683,41149.0,33.4,28650.0,7727.0,24915.0,990.0,2296.0,4761.0,4761.0,6411.0,481.0,293500.0,0.0,4939.0,41118.0,730.0,74371.0
"Manassas Park city, Virginia",0500000US51685,15827.0,33.1,10533.0,3112.0,10809.0,314.0,368.0,2105.0,2105.0,2540.0,519.0,257800.0,0.0,2113.0,15740.0,303.0,75027.0
"Martinsville city, Virginia",0500000US51690,13551.0,42.7,6657.0,3061.0,7090.0,1355.0,1005.0,1395.0,1395.0,796.0,151.0,88700.0,0.0,1068.0,13098.0,144.0,31719.0
"Newport News city, Virginia",0500000US51700,181606.0,32.9,90072.0,34240.0,87767.0,9064.0,8656.0,17542.0,17542.0,16009.0,2100.0,189000.0,116.0,17537.0,172600.0,1743.0,50089.0
"Norfolk city, Virginia",0500000US51710,245724.0,30.2,117165.0,37396.0,96856.0,12372.0,11180.0,17104.0,17104.0,18356.0,2953.0,193100.0,290.0,24064.0,220103.0,2624.0,45268.0
"Norton city, Virginia",0500000US51720,3978.0,39.6,3469.0,842.0,1771.0,394.0,218.0,681.0,681.0,94.0,6.0,92500.0,0.0,339.0,3921.0,22.0,26000.0
"Petersburg city, Virginia",0500000US51730,31997.0,38.8,5420.0,5429.0,12602.0,2652.0,1500.0,2244.0,2244.0,1372.0,136.0,111300.0,0.0,2147.0,31308.0,104.0,32169.0
"Poquoson city, Virginia",0500000US51735,12068.0,43.4,11396.0,3830.0,10190.0,1235.0,891.0,2423.0,2423.0,1138.0,290.0,301800.0,6.0,2038.0,12016.0,390.0,84643.0
"Portsmouth city, Virginia",0500000US51740,96071.0,35.0,39135.0,19820.0,50077.0,8357.0,4711.0,9214.0,9214.0,8382.0,848.0,169400.0,19.0,8653.0,93094.0,627.0,47050.0
"Radford city, Virginia",0500000US51750,17186.0,22.7,14509.0,2451.0,5974.0,860.0,717.0,1112.0,1112.0,1280.0,69.0,153900.0,5.0,1434.0,14186.0,99.0,31457.0
"Richmond city, Virginia",0500000US51760,216773.0,33.2,95796.0,36829.0,85929.0,12432.0,9014.0,16729.0,16729.0,14725.0,1828.0,199300.0,544.0,32078.0,206181.0,4123.0,41187.0
"Roanoke city, Virginia",0500000US51770,99329.0,38.1,63336.0,22157.0,50589.0,6769.0,5089.0,9385.0,9385.0,7993.0,701.0,133000.0,60.0,10039.0,97230.0,829.0,39201.0
"Salem city, Virginia",0500000US51775,25290.0,40.6,22248.0,6464.0,14757.0,1865.0,1663.0,3511.0,3511.0,2372.0,514.0,173800.0,29.0,2836.0,23002.0,403.0,52351.0
"Staunton city, Virginia",0500000US51790,24234.0,42.6,20197.0,6028.0,14089.0,1832.0,1575.0,2676.0,2676.0,2280.0,223.0,163000.0,15.0,3343.0,22941.0,213.0,42948.0
"Suffolk city, Virginia",0500000US51800,87061.0,38.4,45514.0,21992.0,60413.0,4865.0,4840.0,10628.0,10628.0,12886.0,1161.0,236600.0,172.0,9391.0,86075.0,1383.0,65435.0
"Virginia Beach city, Virginia",0500000US51810,449733.0,35.4,304213.0,105833.0,281913.0,18552.0,27889.0,62352.0,62352.0,56746.0,6296.0,262200.0,1120.0,67672.0,438208.0,8750.0,67719.0
"Waynesboro city, Virginia",0500000US51820,21366.0,39.5,17478.0,5237.0,11992.0,1433.0,1458.0,1616.0,1616.0,1652.0,331.0,158800.0,0.0,1956.0,20975.0,80.0,45097.0
"Williamsburg city, Virginia",0500000US51830,14988.0,24.4,11207.0,2157.0,4401.0,264.0,408.0,679.0,679.0,911.0,121.0,319500.0,63.0,2041.0,10868.0,334.0,50091.0
"Winchester city, Virginia",0500000US51840,27349.0,37.0,22131.0,4822.0,12124.0,1496.0,1045.0,1941.0,1941.0,2359.0,166.0,218600.0,0.0,3215.0,26333.0,559.0,46466.0
"Adams County, Washington",0500000US53001,19100.0,28.6,13538.0,3882.0,12562.0,819.0,1143.0,1569.0,1569.0,2564.0,246.0,146400.0,14.0,980.0,18816.0,64.0,47554.0
"Asotin County, Washington",0500000US53003,22113.0,44.6,20759.0,6222.0,14343.0,1268.0,1612.0,2955.0,2955.0,3093.0,476.0,177600.0,7.0,2336.0,21790.0,148.0,45550.0
"Benton County, Washington",0500000US53005,187519.0,35.5,150774.0,46825.0,128695.0,7631.0,8237.0,23130.0,23130.0,30367.0,4124.0,188300.0,111.0,22103.0,185684.0,3511.0,61147.0
"Chelan County, Washington",0500000US53007,74761.0,39.8,67799.0,17878.0,46706.0,2928.0,3779.0,9151.0,9151.0,8080.0,1987.0,246100.0,130.0,7559.0,73842.0,932.0,51845.0
"Clallam County, Washington",0500000US53009,72969.0,50.3,64423.0,21948.0,49296.0,3503.0,4584.0,9564.0,9564.0,8720.0,1371.0,220200.0,141.0,8087.0,71678.0,576.0,47180.0
"Clark County, Washington",0500000US53011,450893.0,37.8,381593.0,106320.0,295005.0,14958.0,17918.0,55288.0,55288.0,62087.0,9804.0,249400.0,549.0,54925.0,446978.0,7842.0,62879.0
"Columbia County, Washington",0500000US53013,3971.0,49.9,3594.0,1213.0,2713.0,282.0,289.0,517.0,517.0,591.0,14.0,162200.0,0.0,528.0,3892.0,55.0,42083.0
"Cowlitz County, Washington",0500000US53015,102854.0,41.7,93319.0,26107.0,67296.0,6117.0,4880.0,12978.0,12978.0,13555.0,2569.0,180000.0,61.0,6964.0,101099.0,742.0,49127.0
"Douglas County, Washington",0500000US53017,40101.0,37.1,28917.0,10197.0,27813.0,1649.0,2220.0,5694.0,5694.0,5541.0,868.0,214900.0,34.0,3381.0,39848.0,231.0,53758.0
"Ferry County, Washington",0500000US53019,7639.0,48.2,5819.0,2148.0,5369.0,433.0,592.0,1270.0,1270.0,561.0,114.0,164400.0,39.0,666.0,7527.0,23.0,39555.0
"Franklin County, Washington",0500000US53021,87810.0,29.3,61659.0,17072.0,56903.0,1877.0,1749.0,7767.0,7767.0,15022.0,1845.0,169700.0,111.0,5095.0,85438.0,678.0,58284.0
"Garfield County, Washington",0500000US53023,2231.0,47.7,2132.0,674.0,1593.0,221.0,271.0,287.0,287.0,271.0,51.0,138500.0,0.0,300.0,2206.0,4.0,51395.0
"Grant County, Washington",0500000US53025,92530.0,32.3,65396.0,18247.0,53814.0,3448.0,3574.0,9287.0,9287.0,11710.0,1768.0,153800.0,52.0,5781.0,91549.0,529.0,50145.0
"Grays Harbor County, Washington",0500000US53027,71233.0,43.0,62665.0,18430.0,44798.0,4144.0,4449.0,8008.0,8008.0,7476.0,1361.0,159400.0,56.0,5270.0,68020.0,590.0,44521.0
"Island County, Washington",0500000US53029,80113.0,44.3,68488.0,22416.0,52289.0,2429.0,4085.0,10672.0,10672.0,9141.0,1497.0,295800.0,322.0,11517.0,77836.0,1312.0,60261.0
"Jefferson County, Washington",0500000US53031,30333.0,56.2,27602.0,10026.0,21703.0,1447.0,1895.0,5408.0,5408.0,3765.0,667.0,291200.0,122.0,5626.0,29449.0,431.0,50928.0
"King County, Washington",0500000US53033,2079550.0,37.2,1397436.0,476551.0,1253015.0,86918.0,103014.0,243225.0,243225.0,269006.0,37120.0,407400.0,18465.0,441453.0,2050328.0,97962.0,78800.0
"Kitsap County, Washington",0500000US53035,257488.0,39.2,210358.0,66181.0,171053.0,10710.0,14548.0,37314.0,37314.0,34994.0,4877.0,262400.0,653.0,35746.0,250106.0,4642.0,65017.0
"Kittitas County, Washington",0500000US53037,42785.0,33.7,38315.0,9521.0,23599.0,1987.0,1731.0,4384.0,4384.0,5014.0,812.0,246300.0,54.0,6059.0,40255.0,284.0,47898.0
"Klickitat County, Washington",0500000US53039,20930.0,45.5,19093.0,5439.0,14276.0,994.0,1832.0,2649.0,2649.0,2349.0,508.0,197500.0,40.0,2527.0,20797.0,82.0,49633.0
"Lewis County, Washington",0500000US53041,75724.0,43.1,69619.0,20058.0,50848.0,4135.0,4115.0,10134.0,10134.0,8245.0,1017.0,174800.0,32.0,5137.0,74618.0,428.0,44526.0
"Lincoln County, Washington",0500000US53043,10326.0,48.7,9739.0,3390.0,8084.0,794.0,612.0,1957.0,1957.0,1189.0,180.0,145300.0,21.0,1168.0,10178.0,65.0,47676.0
"Mason County, Washington",0500000US53045,61060.0,45.9,51497.0,17304.0,44770.0,2963.0,3680.0,9401.0,9401.0,7290.0,1594.0,201800.0,98.0,5580.0,59666.0,559.0,51764.0
"Okanogan County, Washington",0500000US53047,41299.0,43.0,30875.0,11263.0,26349.0,2250.0,2653.0,5464.0,5464.0,4373.0,395.0,165300.0,38.0,3290.0,40665.0,247.0,41158.0
"Pacific County, Washington",0500000US53049,20743.0,52.2,18523.0,6625.0,14826.0,1400.0,1303.0,2760.0,2760.0,2626.0,435.0,159200.0,14.0,1784.0,20518.0,77.0,38387.0
"Pend Oreille County, Washington",0500000US53051,13001.0,49.8,11962.0,4160.0,9729.0,826.0,882.0,2437.0,2437.0,1588.0,276.0,181700.0,17.0,1258.0,12862.0,101.0,46036.0
"Pierce County, Washington",0500000US53053,832896.0,36.0,619585.0,186670.0,512571.0,33970.0,40267.0,96920.0,96920.0,105831.0,14083.0,239400.0,1337.0,92646.0,816169.0,12996.0,61468.0
"San Juan County, Washington",0500000US53055,16056.0,55.1,14866.0,5538.0,11685.0,583.0,1096.0,2665.0,2665.0,2254.0,361.0,456800.0,396.0,3450.0,15828.0,511.0,58029.0
"Skagit County, Washington",0500000US53057,120475.0,41.3,101897.0,31134.0,77272.0,5249.0,5740.0,14613.0,14613.0,14948.0,2456.0,255100.0,235.0,13133.0,118694.0,1619.0,56433.0
"Skamania County, Washington",0500000US53059,11316.0,45.4,10549.0,3174.0,7773.0,589.0,671.0,1810.0,1810.0,1140.0,260.0,243000.0,46.0,1119.0,11183.0,125.0,53082.0
"Snohomish County, Washington",0500000US53061,758649.0,37.8,591763.0,184237.0,507145.0,24811.0,35237.0,97574.0,97574.0,110456.0,16212.0,309800.0,1270.0,109719.0,748365.0,17255.0,73528.0
"Spokane County, Washington",0500000US53063,485859.0,37.3,431646.0,119350.0,302584.0,23114.0,23464.0,60338.0,60338.0,58658.0,8457.0,186500.0,350.0,59298.0,470883.0,5724.0,50550.0
"Stevens County, Washington",0500000US53065,43744.0,46.4,38901.0,13236.0,33430.0,2452.0,2971.0,6271.0,6271.0,5724.0,578.0,174800.0,82.0,3564.0,43300.0,290.0,44115.0
"Thurston County, Washington",0500000US53067,266311.0,38.8,219735.0,66018.0,172809.0,9645.0,12727.0,31776.0,31776.0,39618.0,6790.0,242900.0,242.0,37766.0,262462.0,4144.0,62854.0
"Wahkiakum County, Washington",0500000US53069,4051.0,53.1,3761.0,1443.0,3191.0,190.0,154.0,774.0,774.0,498.0,38.0,197000.0,15.0,320.0,3981.0,42.0,48116.0
"Walla Walla County, Washington",0500000US53071,59809.0,37.3,50996.0,14161.0,35683.0,3163.0,2464.0,7531.0,7531.0,7396.0,998.0,191700.0,4.0,6902.0,54448.0,665.0,48705.0
"Whatcom County, Washington",0500000US53073,209729.0,36.8,177367.0,50415.0,130153.0,7211.0,10846.0,24508.0,24508.0,26870.0,3265.0,283000.0,554.0,29211.0,204170.0,2545.0,54207.0
"Whitman County, Washington",0500000US53075,47494.0,24.2,39433.0,7662.0,19141.0,1765.0,1445.0,2791.0,2791.0,4801.0,436.0,188100.0,20.0,5860.0,40790.0,463.0,38636.0
"Yakima County, Washington",0500000US53077,247681.0,32.6,194173.0,50246.0,152506.0,12174.0,13882.0,30591.0,30591.0,25469.0,3977.0,160700.0,140.0,14009.0,243704.0,1812.0,45700.0
"Barbour County, West Virginia",0500000US54001,16892.0,41.1,16308.0,4395.0,11915.0,1762.0,998.0,2711.0,2711.0,2318.0,64.0,99600.0,0.0,942.0,16314.0,30.0,36733.0
"Berkeley County, West Virginia",0500000US54003,110173.0,38.4,96609.0,30646.0,80311.0,3829.0,6352.0,11491.0,11491.0,17943.0,1898.0,163800.0,32.0,9696.0,109076.0,950.0,57148.0
"Boone County, West Virginia",0500000US54005,23645.0,42.0,23239.0,7193.0,17845.0,2519.0,2077.0,3730.0,3730.0,2818.0,227.0,72900.0,6.0,873.0,23407.0,117.0,37820.0
"Braxton County, West Virginia",0500000US54007,14463.0,45.0,14208.0,4094.0,10478.0,1341.0,1407.0,2493.0,2493.0,1630.0,68.0,84500.0,3.0,956.0,14040.0,69.0,38092.0
"Brooke County, West Virginia",0500000US54009,23473.0,46.2,22699.0,7249.0,17029.0,3763.0,2386.0,3363.0,3363.0,2263.0,275.0,89200.0,21.0,2147.0,22400.0,153.0,46265.0
"Cabell County, West Virginia",0500000US54011,96623.0,38.3,88036.0,24321.0,58990.0,7802.0,6837.0,11031.0,11031.0,9753.0,1053.0,114000.0,40.0,9054.0,92696.0,1097.0,37760.0
"Calhoun County, West Virginia",0500000US54013,7482.0,47.6,7365.0,2400.0,6237.0,581.0,779.0,2130.0,2130.0,716.0,146.0,80000.0,0.0,477.0,7402.0,35.0,39384.0
"Clay County, West Virginia",0500000US54015,9033.0,43.4,8850.0,2735.0,7305.0,800.0,692.0,1517.0,1517.0,1212.0,88.0,77700.0,18.0,341.0,8970.0,32.0,33639.0
"Doddridge County, West Virginia",0500000US54017,8363.0,41.9,8028.0,2253.0,6782.0,863.0,1125.0,1664.0,1664.0,619.0,87.0,95700.0,21.0,580.0,7712.0,30.0,39381.0
"Fayette County, West Virginia",0500000US54019,45192.0,43.4,42205.0,13872.0,34727.0,5790.0,4275.0,7373.0,7373.0,5343.0,367.0,81300.0,57.0,2794.0,43394.0,214.0,37846.0
"Gilmer County, West Virginia",0500000US54021,8497.0,37.8,7228.0,2038.0,5048.0,559.0,370.0,1350.0,1350.0,984.0,85.0,84500.0,14.0,562.0,6663.0,22.0,37286.0
"Grant County, West Virginia",0500000US54023,11770.0,46.2,11526.0,3286.0,9056.0,1610.0,1095.0,2297.0,2297.0,903.0,54.0,130700.0,0.0,666.0,11630.0,50.0,38703.0
"Greenbrier County, West Virginia",0500000US54025,35580.0,45.4,33533.0,11030.0,26442.0,4652.0,3803.0,5252.0,5252.0,3591.0,590.0,110000.0,24.0,3181.0,34856.0,301.0,40026.0
"Hampshire County, West Virginia",0500000US54027,23455.0,45.1,22793.0,5938.0,16283.0,2612.0,1575.0,4148.0,4148.0,1951.0,342.0,125600.0,6.0,1202.0,22822.0,12.0,32177.0
"Hancock County, West Virginia",0500000US54029,30024.0,45.7,28654.0,9221.0,21440.0,4283.0,2779.0,4479.0,4479.0,3229.0,345.0,86600.0,13.0,2764.0,29649.0,215.0,40316.0
"Hardy County, West Virginia",0500000US54031,13942.0,44.7,13106.0,3934.0,10018.0,1705.0,1160.0,2680.0,2680.0,1091.0,51.0,121100.0,13.0,1028.0,13832.0,80.0,39840.0
"Harrison County, West Virginia",0500000US54033,68775.0,41.8,65807.0,20204.0,51431.0,9060.0,6129.0,10417.0,10417.0,7227.0,1034.0,102900.0,37.0,6879.0,67686.0,772.0,44845.0
"Jackson County, West Virginia",0500000US54035,29199.0,42.9,28517.0,8860.0,23069.0,3318.0,3047.0,4126.0,4126.0,2236.0,237.0,113400.0,11.0,2220.0,28927.0,206.0,40949.0
"Jefferson County, West Virginia",0500000US54037,55531.0,40.1,48881.0,15324.0,41128.0,2731.0,3910.0,8227.0,8227.0,7236.0,724.0,215300.0,67.0,7014.0,53988.0,1331.0,69753.0
"Kanawha County, West Virginia",0500000US54039,189636.0,42.9,168005.0,56493.0,132563.0,21831.0,12409.0,27381.0,27381.0,23108.0,2392.0,107100.0,109.0,19763.0,186226.0,2792.0,46528.0
"Lewis County, West Virginia",0500000US54041,16422.0,43.4,16007.0,4647.0,11710.0,1538.0,1786.0,1901.0,1901.0,1469.0,116.0,93100.0,9.0,1027.0,16240.0,80.0,37827.0
"Lincoln County, West Virginia",0500000US54043,21482.0,42.9,21162.0,6023.0,16201.0,3331.0,2409.0,2974.0,2974.0,1758.0,195.0,82400.0,31.0,840.0,21423.0,24.0,36232.0
"Logan County, West Virginia",0500000US54045,35166.0,42.9,33957.0,10572.0,26257.0,3994.0,3440.0,6358.0,6358.0,2722.0,232.0,85600.0,2.0,1470.0,34532.0,171.0,37262.0
"McDowell County, West Virginia",0500000US54047,20273.0,44.3,18060.0,6231.0,14649.0,2750.0,2100.0,3057.0,3057.0,1980.0,103.0,33600.0,0.0,444.0,18799.0,61.0,25206.0
"Marion County, West Virginia",0500000US54049,56716.0,41.3,53195.0,17148.0,43024.0,7290.0,4576.0,9028.0,9028.0,7142.0,792.0,107100.0,18.0,5584.0,55330.0,418.0,46430.0
"Marshall County, West Virginia",0500000US54051,32296.0,44.5,31505.0,10167.0,24197.0,3807.0,3755.0,4439.0,4439.0,3597.0,293.0,98100.0,9.0,2482.0,31571.0,205.0,44464.0
"Mason County, West Virginia",0500000US54053,27060.0,43.6,26370.0,8594.0,20597.0,3116.0,2154.0,3781.0,3781.0,3739.0,257.0,76900.0,0.0,1595.0,26348.0,48.0,37322.0
"Mercer County, West Virginia",0500000US54055,61476.0,42.4,56043.0,18195.0,43986.0,6158.0,4610.0,9217.0,9217.0,6876.0,906.0,87400.0,18.0,5620.0,60217.0,284.0,37255.0
"Mineral County, West Virginia",0500000US54057,27606.0,43.3,26212.0,6901.0,19334.0,3210.0,2382.0,3802.0,3802.0,2687.0,405.0,128300.0,20.0,1533.0,26772.0,51.0,36153.0
"Mingo County, West Virginia",0500000US54059,25549.0,41.6,24538.0,8134.0,19206.0,2658.0,2141.0,3809.0,3809.0,2888.0,10.0,70600.0,11.0,1022.0,25363.0,142.0,32441.0
"Monongalia County, West Virginia",0500000US54061,102827.0,30.6,92708.0,21793.0,59356.0,6840.0,6104.0,10839.0,10839.0,12234.0,884.0,170700.0,77.0,12369.0,96058.0,1982.0,47060.0
"Monroe County, West Virginia",0500000US54063,13496.0,47.0,13179.0,4670.0,10370.0,1801.0,1193.0,2082.0,2082.0,1261.0,43.0,102500.0,5.0,867.0,13332.0,69.0,35995.0
"Morgan County, West Virginia",0500000US54065,17514.0,46.6,17026.0,5429.0,13474.0,1029.0,1422.0,2679.0,2679.0,2236.0,98.0,168900.0,0.0,1401.0,17273.0,108.0,43234.0
"Nicholas County, West Virginia",0500000US54067,25743.0,44.5,25090.0,8555.0,21121.0,2761.0,2149.0,4954.0,4954.0,3155.0,308.0,87300.0,12.0,1631.0,25473.0,367.0,39901.0
"Ohio County, West Virginia",0500000US54069,43257.0,43.2,40306.0,12453.0,29556.0,5567.0,3814.0,5698.0,5698.0,4076.0,268.0,110000.0,15.0,5751.0,40831.0,592.0,41986.0
"Pendleton County, West Virginia",0500000US54071,7291.0,49.6,6981.0,2451.0,5277.0,940.0,696.0,1281.0,1281.0,276.0,34.0,106400.0,27.0,425.0,7177.0,81.0,37035.0
"Pleasants County, West Virginia",0500000US54073,7612.0,43.9,7428.0,2387.0,5782.0,781.0,794.0,1254.0,1254.0,938.0,133.0,104300.0,5.0,429.0,7010.0,52.0,45191.0
"Pocahontas County, West Virginia",0500000US54075,8620.0,48.3,8326.0,2927.0,6704.0,991.0,961.0,2002.0,2002.0,747.0,70.0,113000.0,3.0,617.0,8323.0,44.0,36026.0
"Preston County, West Virginia",0500000US54077,33793.0,42.4,31634.0,10073.0,25126.0,3474.0,3815.0,5524.0,5524.0,3282.0,318.0,105900.0,13.0,2115.0,31082.0,158.0,45221.0
"Putnam County, West Virginia",0500000US54079,56743.0,41.4,54756.0,17851.0,47125.0,4735.0,5371.0,9602.0,9602.0,8476.0,1395.0,151800.0,43.0,5854.0,56340.0,887.0,56640.0
"Raleigh County, West Virginia",0500000US54081,78051.0,41.5,68855.0,22425.0,55261.0,8993.0,5788.0,11008.0,11008.0,9706.0,574.0,105500.0,27.0,6793.0,74540.0,506.0,41533.0
"Randolph County, West Virginia",0500000US54083,29287.0,43.1,28345.0,8311.0,20409.0,2836.0,2974.0,4934.0,4934.0,3332.0,312.0,99300.0,25.0,2034.0,26982.0,217.0,40308.0
"Ritchie County, West Virginia",0500000US54085,10044.0,45.3,9874.0,3065.0,7725.0,1207.0,779.0,1638.0,1638.0,1081.0,172.0,80400.0,5.0,461.0,9888.0,29.0,40850.0
"Roane County, West Virginia",0500000US54087,14513.0,44.2,14196.0,4446.0,11646.0,1519.0,1220.0,2134.0,2134.0,1741.0,287.0,88000.0,0.0,784.0,14166.0,75.0,34144.0
"Summers County, West Virginia",0500000US54089,13325.0,46.5,12399.0,4220.0,9515.0,1485.0,578.0,1976.0,1976.0,1566.0,67.0,88900.0,7.0,932.0,12274.0,14.0,35620.0
"Taylor County, West Virginia",0500000US54091,16949.0,43.1,16431.0,5318.0,13082.0,2016.0,1810.0,2353.0,2353.0,2122.0,113.0,97800.0,22.0,1507.0,16400.0,75.0,44371.0
"Tucker County, West Virginia",0500000US54093,6922.0,47.9,6788.0,2350.0,5592.0,632.0,1032.0,1301.0,1301.0,809.0,79.0,105800.0,10.0,401.0,6735.0,13.0,43529.0
"Tyler County, West Virginia",0500000US54095,9000.0,46.3,8864.0,2692.0,6942.0,1076.0,1143.0,1272.0,1272.0,934.0,40.0,88400.0,3.0,614.0,8885.0,54.0,38674.0
"Upshur County, West Virginia",0500000US54097,24632.0,41.5,24008.0,6901.0,17680.0,2549.0,1633.0,4502.0,4502.0,2209.0,184.0,111200.0,0.0,1892.0,23148.0,137.0,42240.0
"Wayne County, West Virginia",0500000US54099,41237.0,42.7,40383.0,12576.0,31571.0,3847.0,3696.0,7204.0,7204.0,3897.0,377.0,85000.0,0.0,2237.0,40931.0,251.0,38311.0
"Webster County, West Virginia",0500000US54101,8820.0,46.2,8791.0,2864.0,6698.0,1529.0,782.0,1122.0,1122.0,987.0,54.0,66700.0,3.0,318.0,8751.0,24.0,29982.0
"Wetzel County, West Virginia",0500000US54103,15997.0,45.6,15686.0,4950.0,12646.0,2628.0,1710.0,2274.0,2274.0,1682.0,213.0,86500.0,17.0,721.0,15841.0,46.0,39446.0
"Wirt County, West Virginia",0500000US54105,5826.0,44.8,5699.0,2042.0,4705.0,778.0,321.0,1615.0,1615.0,770.0,55.0,78300.0,0.0,237.0,5761.0,69.0,38101.0
"Wood County, West Virginia",0500000US54107,86262.0,42.6,83014.0,25662.0,61439.0,8557.0,6350.0,13568.0,13568.0,11142.0,1225.0,109100.0,39.0,7871.0,84990.0,765.0,43944.0
"Wyoming County, West Virginia",0500000US54109,22537.0,43.1,21998.0,7431.0,18321.0,3412.0,2212.0,3457.0,3457.0,2506.0,88.0,66700.0,0.0,817.0,22332.0,130.0,35469.0
"Adams County, Wisconsin",0500000US55001,20294.0,52.2,18913.0,6806.0,16043.0,1080.0,1498.0,3841.0,3841.0,3025.0,373.0,129100.0,11.0,1351.0,19049.0,142.0,43554.0
"Ashland County, Wisconsin",0500000US55003,15936.0,41.6,13533.0,4607.0,11206.0,1509.0,1267.0,2233.0,2233.0,1917.0,236.0,108700.0,14.0,1497.0,15260.0,104.0,40297.0
"Barron County, Wisconsin",0500000US55005,45548.0,44.1,43591.0,13906.0,33747.0,3449.0,3198.0,7261.0,7261.0,6579.0,791.0,140900.0,54.0,3839.0,44669.0,391.0,46863.0
"Bayfield County, Wisconsin",0500000US55007,14987.0,51.2,12918.0,5631.0,12357.0,1265.0,1201.0,3011.0,3011.0,1920.0,173.0,162800.0,29.0,2173.0,14820.0,120.0,48132.0
"Brown County, Wisconsin",0500000US55009,256621.0,36.8,220790.0,66424.0,172018.0,14248.0,13213.0,34181.0,34181.0,32986.0,4370.0,160700.0,125.0,34512.0,249443.0,3955.0,54172.0
"Buffalo County, Wisconsin",0500000US55011,13256.0,45.4,12929.0,4288.0,10202.0,1389.0,1152.0,2149.0,2149.0,1512.0,118.0,151400.0,48.0,1176.0,13141.0,106.0,52447.0
"Burnett County, Wisconsin",0500000US55013,15259.0,51.6,13974.0,5906.0,12286.0,1001.0,1192.0,2679.0,2679.0,2171.0,270.0,150300.0,4.0,1497.0,15083.0,106.0,42441.0
"Calumet County, Wisconsin",0500000US55015,49653.0,39.4,46951.0,15281.0,41751.0,3504.0,2883.0,8591.0,8591.0,6391.0,842.0,166600.0,83.0,7245.0,49360.0,644.0,70042.0
"Chippewa County, Wisconsin",0500000US55017,63355.0,41.0,60255.0,18100.0,45978.0,5089.0,4077.0,9702.0,9702.0,7803.0,1087.0,152400.0,35.0,6175.0,60576.0,496.0,52657.0
"Clark County, Wisconsin",0500000US55019,34486.0,37.3,33301.0,9900.0,27250.0,3018.0,2507.0,6192.0,6192.0,4166.0,534.0,115500.0,69.0,1820.0,33857.0,255.0,46783.0
"Columbia County, Wisconsin",0500000US55021,56650.0,42.2,54028.0,17179.0,42916.0,3927.0,3587.0,10062.0,10062.0,6504.0,1195.0,177200.0,102.0,6479.0,55114.0,683.0,61004.0
"Crawford County, Wisconsin",0500000US55023,16415.0,46.1,15762.0,5065.0,12504.0,1623.0,1273.0,2744.0,2744.0,1776.0,398.0,123800.0,17.0,1266.0,15654.0,102.0,45780.0
"Dane County, Wisconsin",0500000US55025,516818.0,34.7,434792.0,124505.0,316815.0,23620.0,23797.0,61173.0,61173.0,66875.0,10398.0,236000.0,779.0,98516.0,502627.0,12876.0,64773.0
